Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
13909,488.708008,206.351852,86.975632,0.906832,14362,0.543342,Cammeo
13295,475.743011,199.240738,86.083778,0.901845,13639,0.615994,Cammeo
14009,487.062988,208.651657,86.599808,0.909801,14333,0.750107,Cammeo
15350,498.178986,204.621201,96.893402,0.88078,15751,0.663698,Cammeo
13263,474.497986,197.842896,86.686317,0.898898,13607,0.560093,Cammeo
13650,491.023987,210.674973,83.690994,0.91771,14011,0.538589,Cammeo
12598,466.837006,199.039139,81.866547,0.911496,13072,0.575409,Cammeo
14551,502.112,208.192444,90.848015,0.899769,14962,0.558023,Cammeo
15700,505.303009,209.988419,96.194885,0.888903,16040,0.59007,Cammeo
14969,494.416992,207.209915,92.910515,0.893839,15286,0.639701,Cammeo
14424,497.769989,210.743103,88.517097,0.907513,14920,0.558204,Cammeo
11571,432.67099,183.705597,80.560204,0.898717,11741,0.662222,Cammeo
15204,510.487,216.316864,90.853951,0.907522,15535,0.562112,Cammeo
14019,482.45401,197.198196,92.670044,0.882702,14411,0.576155,Cammeo
11874,433.843994,176.611252,87.049492,0.870093,12138,0.734414,Cammeo
13888,481.747986,205.746323,87.0028,0.906193,14178,0.585103,Cammeo
13087,468.811005,198.286713,84.871674,0.903767,13488,0.772459,Cammeo
14410,483.80899,200.635056,92.521179,0.887327,14788,0.583212,Cammeo
14542,490.145996,208.429932,89.257576,0.903666,14747,0.554129,Cammeo
15595,501.493988,207.890945,96.885162,0.884764,16030,0.768416,Cammeo
10761,429.018005,183.567108,75.227852,0.91217,11031,0.578797,Cammeo
15907,527.349976,226.893005,90.790466,0.916451,16288,0.573846,Cammeo
13848,492.910004,207.014572,86.984444,0.907438,14383,0.668792,Cammeo
14493,487.335999,205.802292,90.538795,0.898032,14835,0.755789,Cammeo
13468,470.763,194.473495,89.741066,0.887163,14022,0.691837,Cammeo
12483,451.813995,189.899429,84.861847,0.894595,12686,0.595705,Cammeo
16799,524.247009,218.34256,99.163177,0.890918,17283,0.62371,Cammeo
12110,458.075989,192.499146,81.794281,0.905237,12562,0.708684,Cammeo
14934,488.270996,201.079956,95.979584,0.878729,15193,0.650379,Cammeo
13274,471.053986,197.612198,86.345535,0.899489,13615,0.623778,Cammeo
13891,486.937988,209.804764,85.738426,0.912688,14170,0.828473,Cammeo
12723,465.941986,197.752319,83.903,0.90553,12974,0.683151,Cammeo
14587,497.946991,211.687286,88.913208,0.907514,14926,0.648686,Cammeo
14202,485.937988,202.614059,90.650284,0.894332,14640,0.561766,Cammeo
15526,514.390991,216.918579,91.829582,0.905972,15936,0.580845,Cammeo
13839,481.588013,201.342789,88.888298,0.897272,14165,0.716935,Cammeo
13852,490.278992,213.985687,82.966484,0.921777,14158,0.728324,Cammeo
14935,489.234009,202.406647,94.645737,0.883939,15251,0.609045,Cammeo
13576,475.049988,200.99942,86.548996,0.902546,13888,0.583287,Cammeo
13998,486.376007,204.203796,88.512878,0.901176,14401,0.546882,Cammeo
14469,484.46701,204.249176,90.720055,0.895946,14701,0.65873,Cammeo
14686,503.690002,212.258682,89.783691,0.906133,15003,0.552147,Cammeo
15269,496.688995,210.451813,92.709198,0.897741,15474,0.806688,Cammeo
12993,466.239014,199.033524,83.48304,0.907782,13230,0.786644,Cammeo
13414,480.287994,199.48291,86.842857,0.900266,13933,0.555054,Cammeo
15035,506.152008,216.935303,89.389236,0.911159,15432,0.609297,Cammeo
13034,474.368988,203.99585,81.980896,0.915694,13316,0.615741,Cammeo
13315,476.203003,205.188614,83.06102,0.914404,13510,0.551574,Cammeo
13620,479.877014,203.39711,86.375732,0.90535,13987,0.635765,Cammeo
14734,498.707001,211.000961,90.111481,0.90422,15171,0.7846,Cammeo
14652,499.335999,212.503937,88.751343,0.90861,15039,0.767925,Cammeo
14295,484.22699,202.770569,91.397118,0.892654,14528,0.551824,Cammeo
12655,459.904999,192.994797,84.902695,0.898036,12959,0.645334,Cammeo
13444,474.592987,197.950424,87.639191,0.896653,13881,0.656606,Cammeo
14115,490.40799,207.959549,87.421211,0.90735,14580,0.57058,Cammeo
15192,494.889008,208.724487,93.380676,0.89434,15410,0.626474,Cammeo
11128,441.433014,184.41098,79.253654,0.90294,11403,0.558102,Cammeo
15144,505.912994,212.368881,92.022034,0.901244,15609,0.609515,Cammeo
14516,492.786011,209.760132,89.513199,0.904374,14836,0.733576,Cammeo
13470,471.187988,200.50235,86.783195,0.901476,13729,0.582109,Cammeo
14617,495.450012,207.315887,90.707466,0.899203,14950,0.637907,Cammeo
14359,506.088989,223.260849,82.481407,0.929255,14698,0.537871,Cammeo
14204,489.445007,211.883881,85.945084,0.91404,14487,0.686084,Cammeo
14440,498.118988,210.273529,88.988152,0.906035,14918,0.776302,Cammeo
13921,486.388,203.184174,88.837959,0.89935,14334,0.580187,Cammeo
14054,486.765015,207.582504,87.13073,0.907644,14343,0.789462,Cammeo
13039,476.697998,198.896927,85.530273,0.902818,13383,0.551799,Cammeo
13350,466.618988,196.508972,87.161552,0.89625,13562,0.79921,Cammeo
14850,498.442993,213.761276,88.98867,0.909228,15071,0.696496,Cammeo
11836,456.378998,201.869598,75.458572,0.92751,12084,0.753214,Cammeo
13333,472.384003,200.938568,85.172806,0.905721,13585,0.680255,Cammeo
13062,467.463989,197.802429,85.398552,0.902,13272,0.62408,Cammeo
12886,463.903015,193.876587,85.477737,0.897562,13196,0.595251,Cammeo
13437,476.113007,202.82048,85.112419,0.907689,13700,0.784139,Cammeo
11963,448.425995,191.077057,80.814232,0.906157,12205,0.755908,Cammeo
12213,459.166992,195.586548,80.640106,0.911049,12571,0.543404,Cammeo
13970,481.884003,201.47258,89.497215,0.89592,14310,0.567886,Cammeo
14511,510.285004,216.346497,87.130112,0.915317,14957,0.529985,Cammeo
14055,488.748993,207.751755,87.250328,0.907536,14484,0.550076,Cammeo
16188,526.875977,224.041916,93.175621,0.909417,16605,0.663008,Cammeo
13064,469.835999,199.559982,84.364616,0.906245,13382,0.656416,Cammeo
14161,488.687012,206.507462,87.967667,0.904733,14428,0.593952,Cammeo
13806,494.032013,212.386887,83.930672,0.918604,14247,0.533627,Cammeo
13623,493.567993,211.730484,82.923935,0.920115,14065,0.526554,Cammeo
15238,506.11499,218.360397,89.61969,0.911896,15529,0.547224,Cammeo
13688,481.313995,204.308838,86.378036,0.906232,14024,0.789389,Cammeo
14520,496.020996,208.425705,90.746391,0.900242,14930,0.590965,Cammeo
13263,480.19101,205.575867,83.137444,0.914577,13517,0.680573,Cammeo
16602,528.353027,224.415421,95.472763,0.904992,16900,0.565482,Cammeo
14525,487.216003,206.450119,90.843857,0.897984,14798,0.593342,Cammeo
12344,466.84201,204.10878,77.814323,0.924476,12596,0.721281,Cammeo
14002,490.570007,209.334274,86.146309,0.911398,14336,0.656908,Cammeo
12267,454.024994,190.673599,83.018288,0.90024,12673,0.651668,Cammeo
15093,509.304993,214.428116,90.883278,0.905737,15497,0.572616,Cammeo
12789,454.389008,183.624557,89.72113,0.872501,13114,0.695054,Cammeo
12767,463.84201,196.193039,83.973564,0.903772,13104,0.60622,Cammeo
12079,445.994995,190.673599,81.133247,0.904954,12462,0.642671,Cammeo
14868,510.43399,219.333786,88.039116,0.915906,15190,0.796699,Cammeo
14531,492.958008,207.624603,90.522667,0.899951,14913,0.571254,Cammeo
13657,481.618988,207.013153,84.518692,0.912858,13872,0.56734,Cammeo
12692,465.171997,193.207321,85.290543,0.897288,13118,0.714801,Cammeo
12465,462.615997,196.44574,82.09127,0.908501,12794,0.730143,Cammeo
15032,500.609009,209.916534,91.925392,0.899017,15397,0.718925,Cammeo
13493,480.528992,205.573059,84.683754,0.911211,13843,0.796893,Cammeo
14729,496.938995,209.520416,90.887161,0.901016,15131,0.612076,Cammeo
14242,495.739014,210.680923,87.42849,0.90983,14549,0.640954,Cammeo
13215,479.609985,207.888,81.676064,0.919588,13462,0.536672,Cammeo
15568,519.455994,222.228088,90.817528,0.912683,15984,0.782705,Cammeo
11332,449.26001,194.781921,75.369347,0.922104,11671,0.673682,Cammeo
13198,468.455994,200.49115,84.691689,0.9064,13455,0.731921,Cammeo
12442,459.535004,187.50885,87.187302,0.885323,12941,0.58758,Cammeo
14509,496.06601,211.137573,88.723297,0.907424,14836,0.558296,Cammeo
16051,516.174011,214.877182,96.845108,0.892676,16479,0.679638,Cammeo
14132,482.368988,205.200668,88.296364,0.902689,14341,0.586098,Cammeo
14806,498.631989,214.389938,88.976624,0.909811,15078,0.783386,Cammeo
13662,476.352997,204.185654,85.614822,0.907848,13894,0.674167,Cammeo
16500,523.346008,219.724136,97.141731,0.896962,16880,0.630638,Cammeo
11702,432.773987,177.724609,84.663322,0.879243,11975,0.597163,Cammeo
13050,467.522003,194.898849,86.947624,0.894975,13389,0.619776,Cammeo
15154,504.929993,211.233093,92.508102,0.899003,15598,0.575061,Cammeo
14340,477.895996,196.475067,94.25779,0.877408,14700,0.608142,Cammeo
13451,485.55899,205.949661,84.316055,0.912354,13862,0.599955,Cammeo
13959,477.263,200.4944,89.459839,0.894935,14242,0.715736,Cammeo
13491,475.345001,198.662338,87.650833,0.897406,13812,0.698834,Cammeo
13621,478.752991,200.04332,88.056694,0.897906,14068,0.624587,Cammeo
16413,510.109985,210.555115,100.121895,0.879708,16665,0.59989,Cammeo
13924,498.562012,212.061569,84.910751,0.916338,14444,0.547499,Cammeo
13289,467.315002,194.884186,87.814117,0.892728,13628,0.695395,Cammeo
14403,491.059998,207.680573,89.843361,0.901584,14708,0.596892,Cammeo
13764,479.479004,199.295685,89.993706,0.892241,14167,0.777144,Cammeo
14972,501.865997,208.838425,92.893211,0.895625,15476,0.727078,Cammeo
15135,506.434998,208.722656,93.819305,0.893284,15656,0.574514,Cammeo
13484,468.868988,195.423386,88.78389,0.890841,13786,0.724012,Cammeo
11815,456.602997,200.110703,75.792816,0.925497,12108,0.73376,Cammeo
14434,488.286987,201.649246,92.533714,0.888496,14826,0.707757,Cammeo
15389,521.304016,226.960999,87.386932,0.922904,15753,0.574645,Cammeo
14434,477.618988,200.389877,92.381554,0.887395,14660,0.783435,Cammeo
13933,483.932007,207.205933,86.299316,0.90914,14238,0.588387,Cammeo
14404,486.484009,206.775757,89.474266,0.901532,14658,0.794572,Cammeo
14038,496.612,211.564987,86.05249,0.913543,14389,0.540172,Cammeo
14759,483.266998,203.965866,92.551453,0.891124,15002,0.785053,Cammeo
13429,491.377014,208.908783,83.842117,0.915932,13837,0.533066,Cammeo
14560,493.928986,209.508835,89.217888,0.904797,14971,0.631698,Cammeo
14623,499.312988,208.228378,91.473145,0.898344,15085,0.583566,Cammeo
14461,483.56601,202.353058,91.652039,0.891545,14718,0.745412,Cammeo
15126,500.114014,209.166809,93.814209,0.893776,15496,0.706031,Cammeo
15594,515.661011,216.534271,93.279984,0.902454,16029,0.666667,Cammeo
13887,483.167999,203.420853,88.117912,0.901307,14240,0.684392,Cammeo
15241,511.061005,215.369171,91.274345,0.905754,15604,0.543235,Cammeo
14101,479.31601,199.087143,90.980125,0.889474,14383,0.619688,Cammeo
15026,504.471985,212.475983,91.133453,0.903346,15285,0.722404,Cammeo
13467,478.247009,204.718506,85.145714,0.909403,13732,0.547773,Cammeo
13871,496.57901,212.570801,83.774239,0.919067,14344,0.527816,Cammeo
15830,516.231995,220.819244,92.343987,0.90836,16074,0.701436,Cammeo
14621,501.825012,210.916489,89.629929,0.905215,15175,0.689085,Cammeo
13855,487.830994,207.108444,86.023705,0.909659,14214,0.551553,Cammeo
11783,453.105011,192.684296,79.173706,0.911681,12102,0.670441,Cammeo
11739,448.605011,187.68576,80.849747,0.902461,12118,0.547018,Cammeo
11538,446.856995,189.685287,78.974289,0.909207,11852,0.579945,Cammeo
13244,461.938995,194.183762,87.821014,0.891888,13476,0.711278,Cammeo
13820,489.941986,207.004105,86.237106,0.909092,14195,0.6394,Cammeo
12950,464.886993,194.428391,85.821983,0.897307,13288,0.600204,Cammeo
15600,502.842987,205.275513,99.052811,0.875876,16130,0.721421,Cammeo
13121,475.910004,202.686234,83.130219,0.912022,13439,0.57197,Cammeo
14586,489.544006,206.598694,91.260468,0.897149,14897,0.795571,Cammeo
13450,465.39801,193.374969,89.506897,0.886428,13661,0.615786,Cammeo
14251,492.032013,202.84761,91.00605,0.893711,14658,0.560379,Cammeo
15161,498.790985,208.252045,93.86026,0.892673,15541,0.64057,Cammeo
13476,478.28299,199.02327,87.929665,0.897111,13931,0.599173,Cammeo
14423,507.082001,221.533478,83.90892,0.925493,14703,0.542218,Cammeo
13580,464.356995,190.38063,91.372269,0.877298,13781,0.62731,Cammeo
12974,469.27301,197.633163,84.732117,0.903431,13219,0.686455,Cammeo
11995,477.411011,216.487747,70.770081,0.945059,12168,0.666056,Cammeo
14244,488.06601,199.899887,92.315399,0.88698,14691,0.61633,Cammeo
12844,454.837006,191.980179,85.419418,0.895561,13043,0.617886,Cammeo
13424,481.174988,195.900024,89.305237,0.890046,13950,0.658556,Cammeo
14035,480.628998,199.148392,91.410896,0.888432,14422,0.716291,Cammeo
14162,480.252991,202.89592,89.487526,0.897482,14414,0.584024,Cammeo
14143,481.90799,199.990723,91.093559,0.890241,14450,0.584228,Cammeo
14272,487.703003,207.798737,88.067162,0.905751,14510,0.583007,Cammeo
14205,487.351013,204.332245,89.634254,0.898649,14637,0.773693,Cammeo
13226,480.157013,202.748413,84.344154,0.909363,13617,0.707046,Cammeo
14399,492.338989,210.139908,88.102364,0.907868,14636,0.549182,Cammeo
14561,493.529999,208.692963,89.705292,0.902903,14986,0.772057,Cammeo
12968,469.341003,199.905029,83.035225,0.909651,13243,0.64125,Cammeo
12029,441.73999,181.79628,85.419601,0.882739,12275,0.596558,Cammeo
13450,470.976013,200.60817,85.92672,0.903622,13728,0.563752,Cammeo
15809,521.497009,224.521652,90.605118,0.914959,16150,0.564607,Cammeo
13205,475.600006,197.548965,86.344879,0.899422,13607,0.691108,Cammeo
14031,494.265015,213.709518,84.466095,0.918579,14265,0.738863,Cammeo
15811,514.377991,218.731369,93.164375,0.904756,16135,0.818671,Cammeo
14693,484.562988,199.619995,94.80761,0.880018,15034,0.609163,Cammeo
15209,517.687988,221.252396,89.175117,0.915179,15653,0.635297,Cammeo
13468,475.39801,199.753586,87.04467,0.900063,13817,0.570074,Cammeo
16505,516.221008,212.853104,99.690155,0.883542,16820,0.588414,Cammeo
12422,482.197998,209.213623,76.837036,0.930116,12783,0.498075,Cammeo
14316,488.985992,204.424271,90.149101,0.897512,14731,0.564177,Cammeo
14839,504.084015,211.369598,91.347641,0.901792,15274,0.626382,Cammeo
13269,470.63501,197.384094,86.42865,0.899038,13626,0.566325,Cammeo
13913,474.451996,199.117432,89.717033,0.892739,14164,0.673101,Cammeo
12411,466.028015,204.513397,78.295982,0.923815,12707,0.530566,Cammeo
12602,465.916992,194.455139,84.832008,0.899823,13039,0.650258,Cammeo
12820,467.352997,197.337402,83.972069,0.904947,13104,0.556834,Cammeo
15087,510.605011,218.174347,89.152504,0.9127,15506,0.549497,Cammeo
11161,433.829987,182.074905,78.950676,0.901098,11490,0.611227,Cammeo
16037,523.914001,223.023438,92.54744,0.909836,16404,0.801049,Cammeo
15809,517.232971,222.42067,91.562859,0.911335,16025,0.55689,Cammeo
11803,463.80899,201.650696,76.424309,0.925399,12138,0.549488,Cammeo
14620,493.944,212.266052,88.771675,0.908351,14931,0.724193,Cammeo
15936,522.767029,224.617508,91.123741,0.914013,16298,0.609081,Cammeo
15557,514.536987,214.075119,93.853897,0.898772,15942,0.695565,Cammeo
15042,504.720001,214.52121,90.20871,0.907287,15375,0.695616,Cammeo
12861,455.865997,191.822754,86.298286,0.893086,13058,0.586724,Cammeo
13877,489.622986,205.145126,86.936371,0.905765,14176,0.563808,Cammeo
13503,477.243988,201.171707,87.362419,0.900784,13743,0.563188,Cammeo
14254,491.260986,207.767181,88.613701,0.904485,14607,0.569613,Cammeo
14061,470.748993,190.290009,95.005402,0.866449,14347,0.618012,Cammeo
15311,507.994995,215.141449,91.619751,0.90479,15690,0.704407,Cammeo
14227,490.503998,206.491318,88.691719,0.903058,14529,0.687129,Cammeo
13867,494.653015,213.122238,84.205917,0.918635,14200,0.533592,Cammeo
13639,482.415009,200.736221,87.733101,0.899434,14042,0.730296,Cammeo
14998,496.903992,215.950272,89.396088,0.910292,15279,0.824836,Cammeo
16005,518.893005,221.21553,93.132957,0.907058,16343,0.551041,Cammeo
12536,475.145996,205.765945,78.260704,0.924847,12798,0.6949,Cammeo
14268,485.634003,202.250854,91.052711,0.892929,14586,0.616995,Cammeo
15290,501.057007,209.367752,94.173897,0.893129,15582,0.757831,Cammeo
15373,522.210999,229.493729,86.341568,0.926528,15757,0.671603,Cammeo
15609,492.662994,202.230164,99.012047,0.871947,15884,0.681021,Cammeo
15256,495.770996,209.621323,93.423019,0.895195,15449,0.574982,Cammeo
16625,535.989014,229.793594,93.089622,0.914272,16951,0.654141,Cammeo
14817,502.644012,214.590851,89.054123,0.909824,15275,0.797986,Cammeo
14198,485.903015,205.104355,89.319717,0.900196,14414,0.565838,Cammeo
14825,499.940002,210.27121,91.823906,0.899611,15274,0.774718,Cammeo
14470,489.786011,207.362656,89.812645,0.901337,14724,0.619621,Cammeo
12279,462.006012,197.846252,80.542061,0.913386,12619,0.636944,Cammeo
14828,494.256012,209.662689,90.798004,0.901362,15038,0.570923,Cammeo
13858,475.368988,201.442032,87.923248,0.899719,14083,0.778539,Cammeo
17437,536.898987,230.257462,97.311478,0.906307,17650,0.759154,Cammeo
15265,505.098999,211.443008,93.122139,0.897796,15639,0.741307,Cammeo
14953,503.752014,217.103683,88.614922,0.912907,15229,0.723136,Cammeo
12243,449.623993,191.078995,82.639343,0.90164,12464,0.799726,Cammeo
16453,523.874023,222.312195,96.17852,0.901572,16803,0.754725,Cammeo
16386,515.096985,208.953125,100.742577,0.8761,16813,0.607564,Cammeo
14204,482.170013,201.073883,91.090843,0.891499,14523,0.616012,Cammeo
13589,483.884003,205.354752,85.410324,0.909403,13883,0.545743,Cammeo
14439,492.553009,211.852142,87.434669,0.91086,14614,0.572794,Cammeo
13982,495.341003,214.167557,84.777283,0.918317,14298,0.781467,Cammeo
14410,477.661987,197.176376,93.660339,0.879982,14645,0.657271,Cammeo
12244,455.274994,192.507385,81.428619,0.906135,12480,0.575241,Cammeo
14070,484.216003,203.280045,89.091881,0.898843,14448,0.567339,Cammeo
14687,498.390991,210.580444,90.295883,0.903402,14977,0.566104,Cammeo
11735,453.518005,194.104843,78.019875,0.915663,11956,0.715331,Cammeo
12835,481.502991,212.537537,77.452621,0.931235,13055,0.511946,Cammeo
14853,488.561005,201.563126,95.47245,0.880708,15224,0.678529,Cammeo
15061,497.359009,207.650421,93.055847,0.893965,15327,0.716781,Cammeo
13385,460.825012,192.646149,89.713486,0.884948,13595,0.612754,Cammeo
12555,444.579987,184.825333,87.367226,0.881223,12773,0.652208,Cammeo
16067,526.424988,228.942261,90.146225,0.919217,16370,0.555855,Cammeo
15105,503.291992,215.582672,89.796677,0.909122,15327,0.600477,Cammeo
13434,455.822998,184.170334,93.382851,0.861919,13686,0.635839,Cammeo
14961,502.908997,215.192505,89.231422,0.909977,15218,0.675318,Cammeo
12429,469.608002,202.414673,78.88987,0.920923,12714,0.556855,Cammeo
13002,460.127014,191.42421,87.774635,0.888677,13325,0.679452,Cammeo
15147,510.015991,213.156174,91.692688,0.902749,15719,0.588736,Cammeo
15055,508.276001,218.976517,88.49115,0.914709,15361,0.686221,Cammeo
13540,458.529999,189.111404,92.393906,0.872525,13710,0.799953,Cammeo
11962,449.441986,192.088913,80.964729,0.90683,12171,0.538902,Cammeo
12692,443.143005,182.932831,88.952599,0.873815,12849,0.638238,Cammeo
11859,444.800995,183.552765,83.574203,0.890331,12213,0.763127,Cammeo
13627,476.989014,201.194519,86.952255,0.901787,13926,0.780559,Cammeo
13982,479.785004,204.542389,88.279648,0.902067,14221,0.772913,Cammeo
14870,506.561005,214.931229,89.400253,0.909388,15202,0.579727,Cammeo
14263,490.751007,203.778442,90.265884,0.896541,14779,0.731548,Cammeo
13954,481.287994,204.777451,87.504623,0.904102,14277,0.581126,Cammeo
13425,477.197998,199.756363,86.640968,0.901041,13784,0.611673,Cammeo
14057,463.141998,189.792603,95.088852,0.865439,14259,0.626119,Cammeo
17198,520.992004,209.970215,105.670586,0.864132,17586,0.606161,Cammeo
14675,493.928986,199.233627,95.683365,0.877128,15317,0.616856,Cammeo
12291,440.957001,186.187775,84.68074,0.890587,12476,0.730173,Cammeo
15072,487.584991,202.494736,95.35527,0.882185,15267,0.790559,Cammeo
16390,502.678009,207.04866,101.517143,0.871551,16635,0.714504,Cammeo
13142,464.651001,194.744995,86.587296,0.89572,13406,0.661333,Cammeo
12759,463.640991,200.957458,81.209084,0.91471,12993,0.778938,Cammeo
16944,543.125977,236.125214,92.68103,0.919749,17189,0.651943,Cammeo
15510,507.319,215.954819,92.474373,0.903678,15862,0.599536,Cammeo
12859,445.01001,184.305176,89.473808,0.874256,13030,0.710442,Cammeo
14470,486.26001,208.333664,89.343964,0.903376,14657,0.57654,Cammeo
17079,520.450012,216.159988,101.762497,0.882254,17418,0.794372,Cammeo
13858,475.957001,205.873901,86.044586,0.908471,14042,0.651222,Cammeo
12324,449.152008,190.392487,83.205139,0.899452,12595,0.767134,Cammeo
17263,520.302979,215.00441,103.367218,0.876848,17565,0.661874,Cammeo
16079,522.758972,223.405914,92.64325,0.909965,16392,0.641723,Cammeo
14806,481.911987,198.243912,95.786697,0.875523,15162,0.701042,Cammeo
14957,505.117004,213.045624,90.708969,0.90483,15347,0.654115,Cammeo
15460,507.076996,213.572327,93.556099,0.898949,15819,0.58221,Cammeo
12716,444.108002,186.896393,87.278145,0.884264,12872,0.747384,Cammeo
16798,529.077026,222.796631,97.683426,0.898759,17173,0.638173,Cammeo
14015,475.723999,195.32164,92.484795,0.880794,14492,0.748625,Cammeo
14927,502.018005,212.028549,90.816139,0.903627,15392,0.594986,Cammeo
15158,513.726013,218.820007,89.371689,0.912792,15591,0.701759,Cammeo
14676,481.631012,202.402069,92.947235,0.888322,14936,0.650532,Cammeo
15094,513.924011,224.71965,86.436562,0.923066,15292,0.79417,Cammeo
18913,541.745972,227.135483,106.948357,0.882209,19099,0.804124,Cammeo
14013,480.830994,191.845078,94.875687,0.869153,14622,0.625916,Cammeo
16176,522.991028,221.927399,93.984184,0.9059,16639,0.602346,Cammeo
15904,511.022003,214.350555,96.212097,0.893605,16248,0.717852,Cammeo
16580,530.094971,226.444946,94.474075,0.908812,16928,0.596188,Cammeo
15915,528.156982,231.594482,88.571022,0.92398,16251,0.813027,Cammeo
15007,500.307007,210.717758,92.170464,0.899261,15431,0.580766,Cammeo
14892,486.334991,203.069183,94.124962,0.886091,15111,0.792128,Cammeo
12239,473.514008,208.047897,75.606438,0.93163,12622,0.517199,Cammeo
17335,544.093018,239.010498,92.992981,0.921206,17526,0.821097,Cammeo
16788,533.487976,230.129333,93.762878,0.913234,17041,0.572676,Cammeo
14968,514.801025,220.223999,87.735344,0.917216,15438,0.740917,Cammeo
17425,541.802979,232.057556,96.441742,0.90955,17758,0.703955,Cammeo
16570,519.122986,221.014481,96.227791,0.900241,16757,0.592336,Cammeo
13352,514.487,232.480209,73.986763,0.948007,13585,0.592816,Cammeo
14824,513.21698,220.160202,86.807251,0.918986,15150,0.568361,Cammeo
15786,500.860992,205.467239,98.81665,0.876756,16127,0.610913,Cammeo
14571,489.433014,206.787888,90.451363,0.899262,14839,0.60551,Cammeo
14601,476.226013,192.606537,97.932137,0.861087,14815,0.627838,Cammeo
15581,517.33197,221.959381,90.30761,0.913488,15901,0.55409,Cammeo
12930,474.078003,205.356339,80.712082,0.919524,13181,0.740635,Cammeo
16505,506.895996,207.34584,103.244194,0.867216,16782,0.778171,Cammeo
16006,528.176025,222.671906,93.09613,0.908407,16466,0.61185,Cammeo
14477,499.470001,217.105469,85.792168,0.918611,14726,0.575512,Cammeo
15071,494.13501,200.594833,97.393288,0.874224,15575,0.689212,Cammeo
14181,485.244995,206.858276,87.943344,0.905128,14423,0.64783,Cammeo
13680,473.085999,194.940384,91.225052,0.883748,14077,0.779487,Cammeo
15551,515.783997,215.089737,93.750793,0.90001,15908,0.565655,Cammeo
16865,517.747009,210.479446,103.804939,0.869925,17234,0.650204,Cammeo
16258,533.341003,229.112991,91.120132,0.917512,16705,0.570817,Cammeo
15133,503.218994,216.575027,89.476143,0.910667,15359,0.592614,Cammeo
15742,499.981995,209.394196,96.459114,0.887578,15950,0.756609,Cammeo
12181,456.937988,194.855164,80.284866,0.911173,12489,0.584894,Cammeo
16679,528.552002,222.779587,96.640068,0.901013,17006,0.569171,Cammeo
16862,519.471008,219.659958,98.391571,0.89407,17104,0.612273,Cammeo
13013,470.955994,197.694641,84.805901,0.903317,13376,0.575644,Cammeo
15042,502.213989,212.094376,91.292694,0.902622,15416,0.70211,Cammeo
15486,492.694,204.372131,97.678001,0.878391,15688,0.601165,Cammeo
13109,484.993011,204.728302,82.848236,0.914461,13497,0.525116,Cammeo
14759,493.803986,207.784576,91.685654,0.897383,15106,0.705868,Cammeo
11396,446.28299,192.232407,76.526459,0.917345,11692,0.645154,Cammeo
14324,487.252991,195.945145,94.841354,0.875057,14822,0.757403,Cammeo
14850,500.298004,213.077896,89.351303,0.907831,15124,0.580214,Cammeo
13909,475.618011,199.607269,89.944199,0.892723,14241,0.727877,Cammeo
15454,500.897003,208.541595,95.323273,0.889418,15773,0.583434,Cammeo
14938,502.687012,209.64473,92.035965,0.898483,15331,0.6352,Cammeo
11966,456.846008,194.270264,79.350685,0.912778,12337,0.574598,Cammeo
15644,501.114014,210.35762,95.276985,0.891547,15858,0.787912,Cammeo
15552,492.981995,198.206268,101.644012,0.858497,15936,0.627451,Cammeo
15807,513.510986,219.296326,92.29657,0.907118,16078,0.780978,Cammeo
13824,491.619995,206.389023,86.854881,0.907139,14268,0.633867,Cammeo
13282,470.257996,199.71138,85.101181,0.904666,13513,0.671622,Cammeo
14332,497.140991,206.546814,90.759445,0.898285,14830,0.566572,Cammeo
13779,481.976013,200.478577,88.84671,0.896436,14192,0.57198,Cammeo
13644,473.178009,200.290512,87.843674,0.898692,13859,0.676786,Cammeo
13809,489.022003,213.825546,82.494034,0.922582,14070,0.805753,Cammeo
13726,484.247009,209.703064,83.884415,0.916508,13969,0.555596,Cammeo
14266,486.477997,207.726044,88.099922,0.905608,14485,0.603852,Cammeo
13200,477.851013,202.596954,83.68837,0.910696,13585,0.641399,Cammeo
16146,509.332001,213.620026,96.648804,0.891798,16404,0.596762,Cammeo
12820,459.17099,193.705093,84.834084,0.898997,13002,0.596168,Cammeo
12575,456.752991,188.679855,85.981972,0.890132,12936,0.739271,Cammeo
14057,483.480011,201.574814,89.906433,0.895023,14388,0.567272,Cammeo
14305,490.182007,206.88472,88.675797,0.903483,14695,0.654182,Cammeo
12626,455.296997,188.657883,86.601379,0.888416,12911,0.733899,Cammeo
15655,488.903015,199.556686,101.026207,0.862385,15880,0.633754,Cammeo
11797,451.959991,195.593658,77.401207,0.918369,11988,0.570151,Cammeo
15199,489.544006,205.315735,94.808701,0.887,15419,0.763999,Cammeo
12921,477.121002,197.70015,84.827591,0.90327,13557,0.723947,Cammeo
13724,468.571991,191.871597,92.48851,0.876153,14048,0.740717,Cammeo
13520,471.528992,195.306152,89.440559,0.888978,13950,0.570127,Cammeo
14261,496.359009,208.851974,88.24221,0.906358,14763,0.695659,Cammeo
13567,481.095001,206.628418,84.009171,0.913619,13818,0.601108,Cammeo
14850,499.207001,210.133636,91.143372,0.901038,15327,0.589005,Cammeo
15522,507.242004,213.681931,94.901535,0.895965,15782,0.778904,Cammeo
